lista;item;Proyecto;item_exp;cond;bias;nombre_rol;errores;rt_determinante;rt_nombre;rt_verbo1;rt_pronombre;rt_verbo2;q_words;q_words_SN_Pron;respeta_verbo_verbo;respeta_sust_sust;oracion;palabra_0;palabra_1;palabra_2;palabra_3;palabra_4;palabra_5;palabra_6;palabra_7;palabra_8;palabra_9;palabra_10;palabra_11;palabra_12;palabra_13;palabra_14;part;ID;edad;id_genero;nacionalidad;residencia;lengua;educacion;lentes;mail;tiempo_total
B;103;Bologna;gender55;g_masc;masc;plomero;no;486;1111;600;808;856;13;5;si;si;"Gli idraulici riparano la principale tubatura rotta; tutti ripristinano l' acqua corrente nell' intero edificio.";486;1111;600;576;1049;896;656;808;856;1136;656;791;897;832.0;720.0;26;26;37;Maschio;Italiana;xxx;Italiana;Laurea in economia (completo);NO;xxx;626269
B;55;todos;gender7;g_masc;fem;secretario;no;582;784;672;655;657;13;4;no;no;"I segretari ricevono la documentazione ufficiale; tutti raccolgono le firme in ogni dipartimento.";582;784;672;632;928;704;655;657;608;616;768;632;704;;;26;26;37;Maschio;Italiana;xxx;Italiana;Laurea in economia (completo);NO;xxx;626269
B;76;Bologna;gender28;g_fem;fem;fonoaudiólogo;si;695;896;719;616;593;13;5;no;no;"Le ginecologhe visitano le pazienti con le infermiere; tutte controllano la crescita fetale.";695;896;719;537;584;704;1159;824;616;593;703;784;753;;;26;26;37;Maschio;Italiana;xxx;Italiana;Laurea in economia (completo);NO;xxx;626269
C;83;todos;gender35;g_masc;masc;ingeniero;no;510;477;941;893;982;13;5;no;no;"Gli ingegneri predispongono il progetto del tunnel; tutti considerano la resistenza del terreno.";510;477;941;631;657;766;1045;893;982;817;679;689;904;;;27;27;25;F;Italiana;xxx;Italiano;Laurea magistrale in corso;Si;xxx;462739
C;62;todos;gender14;g_fem;fem;maestro;si;685;885;1932;839;634;14;5;si;si;"Le maestre comprano dei quaderni a quadretti; tutte preparano il necessario per le lezioni.";685;885;1932;1468;798;1187;1868;839;634;459;797;590;986;568.0;;27;27;25;F;Italiana;xxx;Italiano;Laurea magistrale in corso;Si;xxx;462739
C;67;Alberta_Bologna;gender19;g_masc;fem;dermatólogo;no;550;742;848;945;587;13;6;si;si;"I parrucchieri acconciano i lunghi capelli della cliente; tutti utilizzano costosi prodotti biologici.";550;742;848;587;804;598;682;641;945;587;531;499;1002;;;27;27;25;F;Italiana;xxx;Italiano;Laurea magistrale in corso;Si;xxx;462739
C;95;Alberta_Bologna;gender47;g_masc;masc;carnicero;si;533;601;662;781;584;13;5;si;si;"I macellai preparano tagli d' agnello fresco; tutti espongono i nuovi prezzi in vetrina.";533;601;662;679;870;968;694;781;584;606;884;809;861;544.0;;27;27;25;F;Italiana;xxx;Italiano;Laurea magistrale in corso;Si;xxx;462739
C;51;todos;gender3;g_masc;fem;astrólogo;si;520;901;800;692;549;14;4;si;si;"Gli astrologi analizzano le carte astrali; tutti formulano la loro predizione per l' anno futuro.";520;901;800;558;566;925;692;549;443;1076;1062;773;561;489.0;725.0;27;27;25;F;Italiana;xxx;Italiano;Laurea magistrale in corso;Si;xxx;462739
C;106;Bologna;gender58;g_fem;masc;ministro;si;795;685;512;687;971;15;5;si;si;"I ministri partecipano alla riunione di gabinetto; tutti attendevano impazientemente dei dettagli sul piano economico.";795;685;512;629;616;550;581;687;971;936;1636;829;1435;497.0;1118.0;27;27;25;F;Italiana;xxx;Italiano;Laurea magistrale in corso;Si;xxx;462739
C;82;todos;gender34;g_fem;masc;carpintero;no;548;642;826;650;856;13;6;si;si;"Le architette progettano strutture innovative per le aziende; tutte rispettano le norme ambientali.";548;642;826;631;932;924;530;738;650;856;632;852;657;;;27;27;25;F;Italiana;xxx;Italiano;Laurea magistrale in corso;Si;xxx;462739
C;58;todos;gender10;g_fem;fem;partero;si;1070;670;1561;1494;852;13;4;no;no;"Le ostetriche assistono molte partorienti in ospedale; tutte supportano le madri in travaglio.";1070;670;1561;952;832;713;103;1494;852;687;835;587;872;;;27;27;25;F;Italiana;xxx;Italiano;Laurea magistrale in corso;Si;xxx;462739
C;107;Bologna;gender59;g_masc;masc;diputado;si;600;868;937;724;554;14;6;no;no;"I deputati presentano un nuovo decreto sui trasporti; tutti sperano in una approvazione unanime.";600;868;937;580;765;1114;1070;586;724;554;576;519;688;1187.0;;27;27;25;F;Italiana;xxx;Italiano;Laurea magistrale in corso;Si;xxx;462739
C;90;todos;gender42;g_fem;masc;minero;si;434;970;908;793;674;14;4;no;no;"Le minatrici lavorano in condizioni pericolose; tutte chiedono migliori condizioni di lavoro nella miniera.";434;970;908;560;643;622;793;674;1914;900;953;609;773;558.0;;27;27;25;F;Italiana;xxx;Italiano;Laurea magistrale in corso;Si;xxx;462739
C;63;todos;gender15;g_masc;fem;pedeagogo;no;660;743;690;909;679;13;5;no;no;"I portinai svolgono solertemente il loro lavoro; tutti puliscono con attenzione le scale.";660;743;690;884;897;499;586;909;679;1355;578;544;566;;;27;27;25;F;Italiana;xxx;Italiano;Laurea magistrale in corso;Si;xxx;462739
D;57;todos;gender9;g_masc;fem;partero;no;900;4512;1312;1425;2304;13;5;no;no;"Gli ostetrici assistono molte partorienti in ospedale; tutti supportano le madri in travaglio.";900;4512;1312;1024;1935;1408;1265;1425;2304;831;1792;1456;1472;;;28;28;61;M;Italiana;xxx;Italiana;Maturità Classica - completo;sì;xxx;956941
D;52;todos;gender4;g_fem;fem;astrólogo;no;722;1711;2098;1407;1664;14;4;si;si;"Le astrologhe analizzano le carte astrali; tutte formulano la loro predizione per l' anno futuro.";722;1711;2098;1183;2911;1458;1407;1664;1231;1186;1535;1056;1776;1920.0;1297.0;28;28;61;M;Italiana;xxx;Italiana;Maturità Classica - completo;sì;xxx;956941
D;68;Alberta_Bologna;gender20;g_fem;fem;dermatólogo;no;1110;1985;2383;3007;1200;13;6;si;si;"Le parrucchiere acconciano i lunghi capelli della cliente; tutte utilizzano costosi prodotti biologici.";1110;1985;2383;3393;1662;1201;1024;1137;3007;1200;1584;1424;2048;;;28;28;61;M;Italiana;xxx;Italiana;Maturità Classica - completo;sì;xxx;956941
D;81;todos;gender33;g_masc;masc;carpintero;no;855;1934;1473;1198;1730;13;6;si;si;"Gli architetti progettano strutture innovative per le aziende; tutti rispettano le norme ambientali.";855;1934;1473;1408;1137;1088;1760;1904;1198;1730;1631;1359;1344;;;28;28;61;M;Italiana;xxx;Italiana;Maturità Classica - completo;sì;xxx;956941
D;64;todos;gender16;g_fem;fem;pedeagogo;no;1319;1057;1103;1151;1343;13;5;no;no;"Le portinaie svolgono solertemente il loro lavoro; tutte puliscono con attenzione le scale.";1319;1057;1103;1361;1104;1023;1265;1151;1343;1874;1199;1647;978;;;28;28;61;M;Italiana;xxx;Italiana;Maturità Classica - completo;sì;xxx;956941
D;96;Alberta_Bologna;gender48;g_fem;masc;carnicero;no;2741;1648;1375;1296;1457;13;5;si;si;"Le macellaie preparano tagli d' agnello fresco; tutte espongono i nuovi prezzi in vetrina.";2741;1648;1375;1682;2655;1281;2943;1296;1457;1120;1343;1600;2097;1120.0;;28;28;61;M;Italiana;xxx;Italiana;Maturità Classica - completo;sì;xxx;956941
D;61;todos;gender13;g_masc;fem;maestro;no;1734;4336;1486;2079;1312;14;5;si;si;"I maestri comprano dei quaderni a quadretti; tutti preparano il necessario per le lezioni.";1734;4336;1486;2080;2417;2576;1665;2079;1312;2753;1760;1007;1936;1584.0;;28;28;61;M;Italiana;xxx;Italiana;Maturità Classica - completo;sì;xxx;956941
D;84;todos;gender36;g_fem;masc;ingeniero;no;3557;3392;2144;1760;1746;13;5;no;no;"Le ingegnere predispongono il progetto del tunnel; tutte considerano la resistenza del terreno.";3557;3392;2144;1921;1551;1360;1583;1760;1746;1727;1393;816;1856;;;28;28;61;M;Italiana;xxx;Italiana;Maturità Classica - completo;sì;xxx;956941
D;108;Bologna;gender60;g_fem;masc;diputado;si;3250;2529;2288;4640;3280;14;6;no;no;"Le deputate presentano un nuovo decreto sui trasporti; tutte sperano in una approvazione unanime.";3250;2529;2288;2048;1120;1440;2480;1856;4640;3280;1200;1104;1423;1121.0;;28;28;61;M;Italiana;xxx;Italiana;Maturità Classica - completo;sì;xxx;956941
D;105;Bologna;gender57;g_masc;masc;ministro;no;2949;3184;1761;1520;1408;15;5;si;si;"I ministri partecipano alla riunione di gabinetto; tutti attendevano impazientemente dei dettagli sul piano economico.";2949;3184;1761;1118;1649;1184;1936;1520;1408;2080;1664;1856;1615;1377.0;1823.0;28;28;61;M;Italiana;xxx;Italiana;Maturità Classica - completo;sì;xxx;956941
D;89;todos;gender41;g_masc;masc;minero;no;2165;1713;1040;1297;1152;14;4;no;no;"I minatori lavorano in condizioni pericolose; tutti chiedono migliori condizioni di lavoro nella miniera.";2165;1713;1040;1008;1745;1518;1297;1152;1087;1409;1456;1039;1840;1345.0;;28;28;61;M;Italiana;xxx;Italiana;Maturità Classica - completo;sì;xxx;956941
A;59;todos;gender11;g_masc;fem;psicólogo;no;1014;1468;959;908;842;13;4;no;no;"Gli psicologi organizzano una seduta collettiva; tutti offrono consulenza gratuita negli ambulatori pubblici.";1014;1468;959;848;1322;925;908;842;1123;987;1720;1268;976;;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;75;Bologna;gender27;g_masc;fem;fonoaudiólogo;no;618;1145;2211;1150;1189;13;5;no;no;"I ginecologi visitano le pazienti con le infermiere; tutti monitorano la crescita fetale.";618;1145;2211;805;1520;969;943;1401;1150;1189;821;823;1153;;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;56;todos;gender8;g_fem;fem;secretario;no;734;1145;1907;927;915;13;5;no;no;"Le segretarie ricevono la documentazione ufficiale; tutte raccolgono le firme in ogni dipartimento.";734;1145;1907;632;1250;935;927;915;681;837;1172;1467;1211;;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;54;todos;gender6;g_fem;fem;bibliotecario;no;629;903;816;1176;1102;14;5;si;si;"Le bibliotecarie organizzano alfabeticamente i nuovi libri; tutte eseguono il lavoro in modo rigoroso.";629;903;816;1278;727;769;553;1176;1102;801;802;906;1008;918.0;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;79;todos;gender31;g_masc;masc;herrero;no;463;1240;1094;777;908;14;5;no;no;"I fabbri saldano la nuova rete metallica; tutti eseguono un lavoro di squadra eccellente.";463;1240;1094;656;741;692;754;777;908;1119;985;815;690;770.0;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;88;todos;gender40;g_fem;masc;mecánico;no;563;894;1618;701;755;13;5;no;no;"Le meccaniche riparano il motore dell' automobile; tutte offrono un servizio eccellente al cliente.";563;894;1618;689;816;718;967;701;755;810;799;1039;913;656.0;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;85;todos;gender37;g_masc;masc;bombero;no;597;1239;882;748;964;14;6;si;si;"I becchini preparano la salma per la sepoltura; tutti aspettano in un rigoroso silenzio.";597;1239;882;896;897;1098;877;947;748;964;637;1308;1839;660.0;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;49;todos;gender1;g_masc;fem;enfermero;no;561;727;908;922;734;14;7;si;si;"Gli infermieri controllano i turni di guardia del giorno; tutti trovano degli errori madornali.";561;727;908;746;655;873;1019;977;1477;922;734;1117;1015;970.0;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;91;todos;gender43;g_masc;masc;marinero;no;611;1054;1130;740;945;13;5;no;no;"I marinai ricevono le indicazioni dal porto; tutti manovrano con destrezza la nave.";611;1054;1130;874;937;1593;964;740;945;995;1425;742;869;;;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;104;Bologna;gender56;g_fem;masc;plomero;no;514;865;1056;881;761;13;5;si;si;"Le idrauliche riparano la principale tubatura rotta; tutte ripristinano l' acqua corrente nell' intero edificio.";514;865;1056;835;977;789;846;881;761;748;812;1007;827;845.0;960.0;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
A;78;todos;gender30;g_fem;masc;camionero;no;567;1263;1014;1264;938;15;4;si;si;"Le giardiniere curano il parco pubblico; tutte potano gli alberi malati alla fine dell' inverno.";567;1263;1014;578;657;1283;1264;938;1059;760;936;903;944;942.0;1302.0;29;29;24;MASCHILE;ITALIANA;xxx;ITALIANA;LAUREA MAGISTRALE (IN CORSO);SÌ;xxx;685808
B;92;todos;gender44;g_fem;masc;marinero;no;1028;1531;1394;1871;1447;13;5;no;no;"Le marinaie ricevono le indicazioni dal porto; tutte manovrano con destrezza la nave.";1028;1531;1394;1593;2131;1933;2593;1871;1447;1490;1557;1635;1593;;;30;30;46;UOMO;Italiana;xxx;Italiano;Dottorato di ricerca;Sì%2C ma non per studio;xxx;665413
B;86;todos;gender38;g_fem;masc;bombero;no;2643;1537;1562;1026;1669;14;6;si;si;"Le becchine preparano la salma per la sepoltura; tutte aspettano in un rigoroso silenzio.";2643;1537;1562;1025;1187;1628;1141;1297;1026;1669;1983;2022;1182;1090.0;;30;30;46;UOMO;Italiana;xxx;Italiano;Dottorato di ricerca;Sì%2C ma non per studio;xxx;665413
B;76;Bologna;gender28;g_fem;fem;fonoaudiólogo;no;750;1924;1609;1487;1132;13;5;no;no;"Le ginecologhe visitano le pazienti con le infermiere; tutte controllano la crescita fetale.";750;1924;1609;1199;1359;1091;2061;1380;1487;1132;1088;930;1493;;;30;30;46;UOMO;Italiana;xxx;Italiano;Dottorato di ricerca;Sì%2C ma non per studio;xxx;665413
B;50;todos;gender2;g_fem;fem;enfermero;no;1283;1082;1425;1142;1327;14;7;si;si;"Le infermiere controllano i turni di guardia del giorno; tutte trovano degli errori madornali.";1283;1082;1425;1296;978;1637;1466;1320;1214;1142;1327;983;1011;1302.0;;30;30;46;UOMO;Italiana;xxx;Italiano;Dottorato di ricerca;Sì%2C ma non per studio;xxx;665413
B;60;todos;gender12;g_fem;fem;psicólogo;no;780;718;1672;804;877;13;4;no;no;"Le psicologhe organizzano una seduta collettiva; tutte offrono consulenza gratuita negli ambulatori pubblici.";780;718;1672;1392;1072;951;804;877;1022;1325;1084;1018;1078;;;30;30;46;UOMO;Italiana;xxx;Italiano;Dottorato di ricerca;Sì%2C ma non per studio;xxx;665413
B;55;todos;gender7;g_masc;fem;secretario;no;3463;910;863;1083;856;13;4;no;no;"I segretari ricevono la documentazione ufficiale; tutti raccolgono le firme in ogni dipartimento.";3463;910;863;1108;929;972;1083;856;733;739;1083;1308;1281;;;30;30;46;UOMO;Italiana;xxx;Italiano;Dottorato di ricerca;Sì%2C ma non per studio;xxx;665413
B;87;todos;gender39;g_masc;masc;mecánico;no;765;1035;956;1160;934;13;5;no;no;"I meccanici riparano il motore dell' automobile; tutti offrono un servizio eccellente al cliente.";765;1035;956;1058;889;1138;825;1160;934;1196;1105;1482;1091;904.0;;30;30;46;UOMO;Italiana;xxx;Italiano;Dottorato di ricerca;Sì%2C ma non per studio;xxx;665413
B;77;todos;gender29;g_masc;masc;camionero;no;876;925;944;1074;12643;15;4;si;si;"I giardinieri curano il parco pubblico; tutti potano gli alberi malati alla fine dell' inverno.";876;925;944;1046;772;769;1074;12643;1939;1545;1502;1809;967;961.0;1082.0;30;30;46;UOMO;Italiana;xxx;Italiano;Dottorato di ricerca;Sì%2C ma non per studio;xxx;665413
B;80;todos;gender32;g_fem;masc;herrero;no;840;2220;696;1198;1128;14;5;no;no;"Le fabbre saldano la nuova rete metallica; tutte eseguono un lavoro di squadra eccellente.";840;2220;696;732;821;833;783;1198;1128;1704;776;1024;834;1609.0;;30;30;46;UOMO;Italiana;xxx;Italiano;Dottorato di ricerca;Sì%2C ma non per studio;xxx;665413
B;53;todos;gender5;g_masc;fem;bibliotecario;no;687;824;840;1080;991;14;5;si;si;"I bibliotecari organizzano alfabeticamente i nuovi libri; tutti eseguono il lavoro in modo rigoroso.";687;824;840;2031;891;1048;825;1080;991;1134;1538;1202;805;792.0;;30;30;46;UOMO;Italiana;xxx;Italiano;Dottorato di ricerca;Sì%2C ma non per studio;xxx;665413
B;103;Bologna;gender55;g_masc;masc;plomero;no;636;692;994;1108;1033;13;5;si;si;"Gli idraulici riparano la principale tubatura rotta; tutti ripristinano l' acqua corrente nell' intero edificio.";636;692;994;616;958;1076;1337;1108;1033;938;528;723;1015;871.0;1040.0;30;30;46;UOMO;Italiana;xxx;Italiano;Dottorato di ricerca;Sì%2C ma non per studio;xxx;665413
C;58;todos;gender10;g_fem;fem;partero;no;3935;710;817;737;935;13;4;no;no;"Le ostetriche assistono molte partorienti in ospedale; tutte supportano le madri in travaglio.";3935;710;817;1284;1210;986;899;737;935;516;656;733;522;;;31;31;29;Maschio;italiana;xxx;Italiano;Laurea;Sì;xxx;443464
C;62;todos;gender14;g_fem;fem;maestro;no;540;642;461;785;748;14;5;si;si;"Le maestre comprano dei quaderni a quadretti; tutte preparano il necessario per le lezioni.";540;642;461;1522;850;736;932;785;748;601;800;679;883;962.0;;31;31;29;Maschio;italiana;xxx;Italiano;Laurea;Sì;xxx;443464
C;83;todos;gender35;g_masc;masc;ingeniero;no;856;777;1657;765;737;13;5;no;no;"Gli ingegneri predispongono il progetto del tunnel; tutti considerano la resistenza del terreno.";856;777;1657;1404;1083;848;819;765;737;613;743;791;750;;;31;31;29;Maschio;italiana;xxx;Italiano;Laurea;Sì;xxx;443464
C;106;Bologna;gender58;g_fem;masc;ministro;no;553;673;713;499;748;15;5;si;si;"I ministri partecipano alla riunione di gabinetto; tutti attendevano impazientemente dei dettagli sul piano economico.";553;673;713;528;705;851;890;499;748;1082;2646;692;779;622.0;809.0;31;31;29;Maschio;italiana;xxx;Italiano;Laurea;Sì;xxx;443464
C;63;todos;gender15;g_masc;fem;pedeagogo;no;996;702;908;1804;1233;13;5;no;no;"I portinai svolgono solertemente il loro lavoro; tutti puliscono con attenzione le scale.";996;702;908;1733;600;940;704;1804;1233;1159;580;416;651;;;31;31;29;Maschio;italiana;xxx;Italiano;Laurea;Sì;xxx;443464
C;82;todos;gender34;g_fem;masc;carpintero;no;457;768;629;948;723;13;6;si;si;"Le architette progettano strutture innovative per le aziende; tutte rispettano le norme ambientali.";457;768;629;968;816;650;1027;921;948;723;638;603;703;;;31;31;29;Maschio;italiana;xxx;Italiano;Laurea;Sì;xxx;443464
C;90;todos;gender42;g_fem;masc;minero;no;528;699;1188;1119;983;14;4;no;no;"Le minatrici lavorano in condizioni pericolose; tutte chiedono migliori condizioni di lavoro nella miniera.";528;699;1188;816;939;628;1119;983;1097;775;730;886;953;661.0;;31;31;29;Maschio;italiana;xxx;Italiano;Laurea;Sì;xxx;443464
C;95;Alberta_Bologna;gender47;g_masc;masc;carnicero;no;635;721;848;1658;1232;13;5;si;si;"I macellai preparano tagli d' agnello fresco; tutti espongono i nuovi prezzi in vetrina.";635;721;848;2183;644;769;809;1658;1232;684;1005;603;645;661.0;;31;31;29;Maschio;italiana;xxx;Italiano;Laurea;Sì;xxx;443464
C;107;Bologna;gender59;g_masc;masc;diputado;no;754;608;644;933;749;14;6;no;no;"I deputati presentano un nuovo decreto sui trasporti; tutti sperano in una approvazione unanime.";754;608;644;893;685;758;1115;684;933;749;1103;764;1096;730.0;;31;31;29;Maschio;italiana;xxx;Italiano;Laurea;Sì;xxx;443464
C;51;todos;gender3;g_masc;fem;astrólogo;no;739;785;955;806;595;14;4;si;si;"Gli astrologi analizzano le carte astrali; tutti formulano la loro predizione per l' anno futuro.";739;785;955;631;796;709;806;595;528;529;573;644;891;492.0;638.0;31;31;29;Maschio;italiana;xxx;Italiano;Laurea;Sì;xxx;443464
C;67;Alberta_Bologna;gender19;g_masc;fem;dermatólogo;si;1605;915;698;487;735;13;6;si;si;"I parrucchieri acconciano i lunghi capelli della cliente; tutti utilizzano costosi prodotti biologici.";1605;915;698;751;1350;757;630;611;487;735;1659;1148;1689;;;31;31;29;Maschio;italiana;xxx;Italiano;Laurea;Sì;xxx;443464
D;108;Bologna;gender60;g_fem;masc;diputado;si;515;491;882;954;594;14;6;no;no;"Le deputate presentano un nuovo decreto sui trasporti; tutte sperano in una approvazione unanime.";515;491;882;560;589;781;1219;1292;954;594;1158;549;742;1060.0;;32;32;51;F;ITA;xxx;Italiano;PhD;Sì;xxx;454210
D;52;todos;gender4;g_fem;fem;astrólogo;si;586;712;2174;725;726;14;4;si;si;"Le astrologhe analizzano le carte astrali; tutte formulano la loro predizione per l' anno futuro.";586;712;2174;969;625;658;725;726;663;884;759;734;940;607.0;789.0;32;32;51;F;ITA;xxx;Italiano;PhD;Sì;xxx;454210
D;57;todos;gender9;g_masc;fem;partero;no;548;932;620;1106;823;13;5;no;no;"Gli ostetrici assistono molte partorienti in ospedale; tutti supportano le madri in travaglio.";548;932;620;716;1005;1373;673;1106;823;521;749;729;524;;;32;32;51;F;ITA;xxx;Italiano;PhD;Sì;xxx;454210
D;68;Alberta_Bologna;gender20;g_fem;fem;dermatólogo;si;528;758;1482;765;626;13;6;si;si;"Le parrucchiere acconciano i lunghi capelli della cliente; tutte utilizzano costosi prodotti biologici.";528;758;1482;622;773;753;611;685;765;626;982;510;604;;;32;32;51;F;ITA;xxx;Italiano;PhD;Sì;xxx;454210
D;64;todos;gender16;g_fem;fem;pedeagogo;no;557;582;708;759;607;13;5;no;no;"Le portinaie svolgono solertemente il loro lavoro; tutte puliscono con attenzione le scale.";557;582;708;778;683;656;806;759;607;968;793;572;489;;;32;32;51;F;ITA;xxx;Italiano;PhD;Sì;xxx;454210
D;84;todos;gender36;g_fem;masc;ingeniero;si;478;1450;799;739;737;13;5;no;no;"Le ingegnere predispongono il progetto del tunnel; tutte considerano la resistenza del terreno.";478;1450;799;899;694;506;747;739;737;534;610;619;572;;;32;32;51;F;ITA;xxx;Italiano;PhD;Sì;xxx;454210
D;89;todos;gender41;g_masc;masc;minero;no;564;1033;637;823;1026;14;4;no;no;"I minatori lavorano in condizioni pericolose; tutti chiedono migliori condizioni di lavoro nella miniera.";564;1033;637;821;799;685;823;1026;759;490;889;783;676;662.0;;32;32;51;F;ITA;xxx;Italiano;PhD;Sì;xxx;454210
D;81;todos;gender33;g_masc;masc;carpintero;si;479;605;727;821;747;13;6;si;si;"Gli architetti progettano strutture innovative per le aziende; tutti rispettano le norme ambientali.";479;605;727;763;1227;668;681;725;821;747;574;552;736;;;32;32;51;F;ITA;xxx;Italiano;PhD;Sì;xxx;454210
D;61;todos;gender13;g_masc;fem;maestro;si;492;1740;918;647;660;14;5;si;si;"I maestri comprano dei quaderni a quadretti; tutti preparano il necessario per le lezioni.";492;1740;918;909;602;1439;508;647;660;441;604;431;865;648.0;;32;32;51;F;ITA;xxx;Italiano;PhD;Sì;xxx;454210
D;96;Alberta_Bologna;gender48;g_fem;masc;carnicero;no;406;620;704;641;642;13;5;si;si;"Le macellaie preparano tagli d' agnello fresco; tutte espongono i nuovi prezzi in vetrina.";406;620;704;1297;627;564;846;641;642;845;699;643;749;661.0;;32;32;51;F;ITA;xxx;Italiano;PhD;Sì;xxx;454210
D;105;Bologna;gender57;g_masc;masc;ministro;no;528;600;624;738;1316;15;5;si;si;"I ministri partecipano alla riunione di gabinetto; tutti attendevano impazientemente dei dettagli sul piano economico.";528;600;624;591;828;1195;804;738;1316;710;741;556;448;437.0;703.0;32;32;51;F;ITA;xxx;Italiano;PhD;Sì;xxx;454210
A;78;todos;gender30;g_fem;masc;camionero;no;787;1661;1635;983;1546;15;4;si;si;"Le giardiniere curano il parco pubblico; tutte potano gli alberi malati alla fine dell' inverno.";787;1661;1635;911;1016;851;983;1546;1037;668;1051;1943;1493;1768.0;1122.0;33;33;23;F;Italia;xxx;Italiano;laurea magistrale%2C in corso;solo da riposo;xxx;672325
A;75;Bologna;gender27;g_masc;fem;fonoaudiólogo;no;735;839;1038;1229;1004;13;5;no;no;"I ginecologi visitano le pazienti con le infermiere; tutti monitorano la crescita fetale.";735;839;1038;653;811;722;789;981;1229;1004;565;1087;1099;;;33;33;23;F;Italia;xxx;Italiano;laurea magistrale%2C in corso;solo da riposo;xxx;672325
A;56;todos;gender8;g_fem;fem;secretario;no;539;775;762;808;966;13;5;no;no;"Le segretarie ricevono la documentazione ufficiale; tutte raccolgono le firme in ogni dipartimento.";539;775;762;595;924;848;808;966;909;809;1139;1089;835;;;33;33;23;F;Italia;xxx;Italiano;laurea magistrale%2C in corso;solo da riposo;xxx;672325
A;85;todos;gender37;g_masc;masc;bombero;no;1003;729;1124;712;802;14;6;si;si;"I becchini preparano la salma per la sepoltura; tutti aspettano in un rigoroso silenzio.";1003;729;1124;769;866;648;1177;684;712;802;1352;1095;1339;652.0;;33;33;23;F;Italia;xxx;Italiano;laurea magistrale%2C in corso;solo da riposo;xxx;672325
A;59;todos;gender11;g_masc;fem;psicólogo;no;813;720;869;856;936;13;4;no;no;"Gli psicologi organizzano una seduta collettiva; tutti offrono consulenza gratuita negli ambulatori pubblici.";813;720;869;740;854;1341;856;936;965;872;1596;826;773;;;33;33;23;F;Italia;xxx;Italiano;laurea magistrale%2C in corso;solo da riposo;xxx;672325
A;49;todos;gender1;g_masc;fem;enfermero;no;515;1142;957;732;952;14;7;si;si;"Gli infermieri controllano i turni di guardia del giorno; tutti trovano degli errori madornali.";515;1142;957;656;875;830;894;652;791;732;952;779;756;1118.0;;33;33;23;F;Italia;xxx;Italiano;laurea magistrale%2C in corso;solo da riposo;xxx;672325
A;79;todos;gender31;g_masc;masc;herrero;no;484;613;644;942;814;14;5;no;no;"I fabbri saldano la nuova rete metallica; tutti eseguono un lavoro di squadra eccellente.";484;613;644;564;513;695;851;942;814;684;577;588;688;557.0;;33;33;23;F;Italia;xxx;Italiano;laurea magistrale%2C in corso;solo da riposo;xxx;672325
A;54;todos;gender6;g_fem;fem;bibliotecario;si;514;767;623;876;698;14;5;si;si;"Le bibliotecarie organizzano alfabeticamente i nuovi libri; tutte eseguono il lavoro in modo rigoroso.";514;767;623;1663;3065;814;979;876;698;658;619;810;744;1120.0;;33;33;23;F;Italia;xxx;Italiano;laurea magistrale%2C in corso;solo da riposo;xxx;672325
A;88;todos;gender40;g_fem;masc;mecánico;no;589;892;987;564;636;13;5;no;no;"Le meccaniche riparano il motore dell' automobile; tutte offrono un servizio eccellente al cliente.";589;892;987;778;652;766;529;564;636;684;691;890;653;656.0;;33;33;23;F;Italia;xxx;Italiano;laurea magistrale%2C in corso;solo da riposo;xxx;672325
A;104;Bologna;gender56;g_fem;masc;plomero;si;1006;1767;629;743;866;13;5;si;si;"Le idrauliche riparano la principale tubatura rotta; tutte ripristinano l' acqua corrente nell' intero edificio.";1006;1767;629;1146;1105;744;1145;743;866;632;628;895;1056;649.0;813.0;33;33;23;F;Italia;xxx;Italiano;laurea magistrale%2C in corso;solo da riposo;xxx;672325
A;91;todos;gender43;g_masc;masc;marinero;no;497;488;546;598;619;13;5;no;no;"I marinai ricevono le indicazioni dal porto; tutti manovrano con destrezza la nave.";497;488;546;714;762;736;861;598;619;621;664;567;459;;;33;33;23;F;Italia;xxx;Italiano;laurea magistrale%2C in corso;solo da riposo;xxx;672325
